id,lex_liwc_OtherP,lex_liwc_death,lex_liwc_Exclam,lex_liwc_QMark,lex_liwc_Dash,lex_liwc_nonflu,lex_liwc_home,lex_liwc_leisure,lex_liwc_money,lex_liwc_friend,lex_liwc_number,lex_liwc_focusfuture,lex_liwc_female,lex_liwc_sexual,lex_liwc_risk,lex_liwc_sad,lex_liwc_work,lex_liwc_netspeak,lex_liwc_Comma,lex_liwc_you,lex_liwc_interrog,lex_liwc_achieve,lex_liwc_reward,lex_liwc_swear,lex_liwc_certain,lex_liwc_anx,lex_liwc_quant,lex_liwc_cause,lex_liwc_motion,lex_liwc_we,lex_liwc_anger,lex_liwc_discrep,lex_liwc_Apostro,lex_liwc_ingest,lex_liwc_negate,lex_liwc_informal,lex_liwc_tentat,lex_liwc_see,lex_liwc_body,lex_liwc_hear,lex_liwc_insight,lex_liwc_Tone,lex_liwc_adverb,lex_liwc_WC,lex_liwc_focuspast,lex_liwc_time,lex_liwc_affiliation,lex_liwc_Sixltr,lex_liwc_feel,lex_liwc_health,lex_liwc_conj,lex_liwc_article,lex_liwc_drives,social_upvote_ratio,social_karma_cap,social_num_comments_cap,label
1156,0.005053082890975909,0.0,0.0,0.0,0.0,0.0,0.14358230601885427,0.2970742685671418,0.0,0.0,0.0792,0.2504215851602024,0.0,0.0,0.0396,0.0,0.0,0.0,0.07095078834209269,0.0,0.0,0.05938812237552489,0.0,0.0,0.0,0.198,0.1702493551160791,0.1584,0.2721649484536082,0.07638888888888888,0.06269791006966435,0.23760000000000003,0.0792,0.0,0.15348837209302324,0.0,0.35632873425314937,0.0,0.04689720511605874,0.0,0.14954682779456194,0.0,0.4157722818478768,0.30794701986754963,0.03761398176291793,0.10891089108910892,0.08578856152512998,0.2128378378378378,0.0,0.0,0.38279362010633156,0.4462330972311655,0.2112,1.0,0.005,0.02,1
1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07684824902723736,0.0,0.20067453625632378,0.5271317829457365,0.0,0.0636,0.0632,0.0,0.0,0.018872431915910176,0.0,0.22228443449048155,0.047390521895620874,0.10463576158940399,0.0,0.13406408094435077,0.1268,0.06792777300085985,0.2536,0.163573883161512,0.0,0.1006966434452185,0.19039999999999999,0.2224,0.0,0.24573643410852714,0.060582822085889575,0.09538092381523694,0.0,0.0,0.16861081654294804,0.17975830815709967,0.0,0.592627158189454,0.39072847682119205,0.0,0.2038870553722039,0.03422876949740035,0.18273955773955772,0.11397849462365593,0.06025934401220443,0.6906718221362976,0.15325177076625887,0.10586666666666668,0.9302325581395348,0.115,0.02,1
48347,0.0,0.0,0.0,0.021060620434493884,0.03330333033303331,0.0,0.0,0.0,0.0,0.0,0.1332,0.0,0.0,0.0,0.0444,0.0888,0.0,0.0,0.10606784519827998,0.0444,0.0,0.0665866826634673,0.4410596026490067,0.13325330132052823,0.0,0.0444,0.09544282029234738,0.3552,0.07628865979381443,0.0,0.0,0.0888,0.0888,0.0,0.08604651162790698,0.17024539877300615,0.2663467306538692,0.10211591536338549,0.05258171482709617,0.0,0.41993957703927487,0.10622448979591836,0.41483901073261786,0.271523178807947,0.21124620060790272,0.3667033370003667,0.0,0.15356265356265356,0.0795698924731183,0.3386727688787186,0.26872885451909134,0.2144236960721185,0.17786666666666667,1.0,0.005,0.01,1
4687,0.0,0.0,0.0,0.011668722132624989,0.0,0.0,0.0,0.0,0.08238446081714669,0.0,0.0,0.2082630691399663,0.0681063122923588,0.0,0.0,0.0,0.06677524429967426,0.0,0.059006211180124224,0.0,0.13829787234042556,0.14817036592681462,0.490066225165563,0.0,0.0,0.0,0.10576096302665519,0.0984,0.2542955326460481,0.0949074074074074,0.0,0.0984,0.2468,0.0,0.2868217054263566,0.0,0.14817036592681462,0.0,0.0,0.0,0.0,0.8930612244897957,0.11525898273448437,0.24172185430463575,0.04673252279635258,0.1356802346901357,0.10701906412478338,0.18964987714987713,0.0,0.0,0.35814403093281777,0.39729555698647784,0.2962666666666667,0.8604651162790697,0.08,0.17,1
15182,0.0,0.0,0.0,0.0,0.0,0.4467532467532467,0.0,0.0,0.11520428667113196,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22781456953642384,0.0,0.29089376053962906,0.2068,0.5932932072227,0.1376,0.0,0.0,0.0,0.0,0.276,0.0,0.2674418604651163,0.13190184049079753,0.0,0.1582336706531739,0.08147797252486974,0.0,0.5211480362537765,0.0,0.4825011665888941,0.16556291390728478,0.19642857142857142,0.3160982764943161,0.07452339688041594,0.15878378378378377,0.2473118279569893,0.26315789473684215,0.41662638956017395,0.33290405666452033,0.22986666666666666,1.0,0.01,0.01,1
48068,0.0,0.0,0.0,0.0,0.0,0.0,0.09644670050761424,0.0,0.0,0.38910505836575876,0.16,0.0,0.1478405315614618,0.0,0.0,0.10640000000000001,0.0,0.0,0.03177257525083612,0.0,0.14949608062709968,0.07978404319136172,0.0,0.0,0.0,0.0,0.0,0.10640000000000001,0.09140893470790377,0.0,0.08423052564914504,0.0,0.2132,0.0,0.4131782945736434,0.0,0.0,0.0,0.0,0.0,0.10045317220543806,0.014387755102040817,0.3733084461035931,0.22185430463576158,0.354483282674772,0.537953795379538,0.057625649913344894,0.12285012285012284,0.0,0.0,0.45094248429192846,0.25756600128783,0.0712,0.9651162790697674,1.0,0.58,1
901,0.0,0.0,0.0,0.0,0.0,0.49090909090909085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0756,0.0,0.3072747014115092,0.0,0.09006211180124224,0.0,0.0,0.0,0.0,0.0,0.0,0.15080000000000002,0.3241616509028375,0.0,0.3890034364261168,0.0,0.0,0.604,0.0756,0.0,0.14651162790697672,0.14493865030674846,0.22615476904619075,0.1738730450781969,0.08953102794883941,0.20042417815482502,0.2847432024169184,0.0,0.2641157256182921,0.1490066225165563,0.43009118541033436,0.41510817748441514,0.0818890814558059,0.1738329238329238,0.13548387096774195,0.14416475972540047,0.2735621072982117,0.4861558274307792,0.20133333333333334,1.0,0.01,0.02,1
1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2310286677908938,0.0,0.0,0.0,0.10960000000000002,0.2231270358306189,0.12331233123312332,0.0,0.0,0.23012318029115345,0.0,0.0,0.0,0.0,0.10960000000000002,0.235597592433362,0.10960000000000002,0.3766323024054983,0.0,0.08676377454084865,0.10960000000000002,0.27399999999999997,0.0,0.31860465116279074,0.10506134969325154,0.3287342531493701,0.0,0.06489815253434392,0.0,0.10347432024169184,0.0,0.31964535697620156,0.21523178807947022,0.26025835866261393,0.15071507150715074,0.0,0.18934275184275182,0.29462365591397854,0.5225019069412662,0.5959400676655389,0.08821635544108179,0.14613333333333337,1.0,0.025,0.24,1
8594,0.0051551653736218875,0.0,0.08961845607808341,0.0,0.0,0.0,0.0,0.07576894223555888,0.20294708640321502,0.0,0.0,0.1703204047217538,0.055924695459579184,0.0,0.0,0.0,0.16449511400651465,0.09090909090909091,0.0965121834687052,0.24239999999999998,0.0,0.18176364727054586,0.2675496688741722,0.0,0.0,0.0,0.17368873602751503,0.0,0.0,0.1558641975308642,0.0,0.3232,0.0808,0.0,0.15658914728682172,0.07745398773006135,0.12117576484703058,0.18583256669733214,0.0,0.0,0.3051359516616314,0.9999999999999999,0.42417172188520763,0.30132450331125826,0.07674772036474165,0.14814814814814817,0.26256499133448874,0.1706081081081081,0.0,0.0,0.3417109714838086,0.5853187379265937,0.35013333333333335,0.3023255813953489,0.0,0.02,0
2223,0.0059463046141282165,0.0936374549819928,0.0,0.0,0.0,0.0,0.056562726613488046,0.0,0.05224380442062961,0.15077821011673154,0.1552,0.06576728499156831,0.17165005537098563,0.10626702997275206,0.0,0.062400000000000004,0.0,0.0,0.1667462971810798,0.0,0.04367301231802912,0.09298140371925614,0.1033112582781457,0.0,0.1964586846543002,0.0,0.3998280309544282,0.3104,0.16013745704467353,0.2391975308641975,0.09816339455351489,0.12400000000000001,0.0932,0.0,0.1806201550387597,0.0,0.1397720455908818,0.07175712971481142,0.0,0.08271474019088017,0.23413897280966767,0.14244897959183672,0.2533831077928138,0.40066225165562913,0.3533434650455927,0.255958929226256,0.23526863084922012,0.25,0.055913978494623665,0.0,0.37457709038182696,0.150032195750161,0.28933333333333333,0.12790697674418605,0.0,0.07,0
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888,0.0,0.0,0.0,0.05303392259913999,0.0,0.0,0.1331733653269346,0.5880794701986756,0.0,0.18718381112984825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037764350453172,0.029795918367346935,0.622025198320112,0.12251655629139074,0.08434650455927052,0.6519985331866521,0.09618717504332756,0.03409090909090909,0.1591397849462366,0.1693363844393593,0.21459642339294346,0.0,0.2962666666666667,1.0,0.015,0.03,1
42454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08402100525131284,0.0,0.4367704280155642,0.1348,0.09443507588532885,0.0,0.15258855585831066,0.0,0.0,0.06080347448425624,0.0,0.053750597228858096,0.0,0.0,0.06718656268746251,0.0,0.0,0.1897133220910624,0.0,0.2897678417884781,0.2696,0.15463917525773194,0.1736111111111111,0.0,0.0,0.0,0.03360336033603361,0.1744186046511628,0.08588957055214724,0.2693461307738452,0.10303587856485744,0.0,0.0,0.0,0.2527551020408163,0.10499300046663555,0.2682119205298013,0.29901215805471126,0.6593325999266594,0.3895147313691508,0.2761056511056511,0.0802867383512545,0.08543096872616325,0.21701304978250363,0.5067611075338055,0.29973333333333335,0.8372093023255813,0.025,0.03,0
1220,0.008651490404246632,0.0,0.0,0.0,0.05070507050705071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20320000000000002,0.0,0.18403908794788273,0.0,0.08098423315814621,0.0,0.09462486002239642,0.10137972405518894,0.22384105960264902,0.0,0.14249578414839797,0.0676,0.29148753224419605,0.0,0.11615120274914087,0.26157407407407407,0.21469284357188095,0.0,0.20320000000000002,0.0,0.0,0.12960122699386503,0.10137972405518894,0.0,0.0,0.0,0.0,0.0,0.23705086327578162,0.16887417218543047,0.5151975683890577,0.31059772643931066,0.14688041594454074,0.26028869778869773,0.0,0.12890922959572845,0.3276945384243596,0.43657437218287193,0.36160000000000003,1.0,0.01,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062400000000000004,0.0,0.0,0.0,0.037267080745341616,0.0,0.08734602463605824,0.0,0.0,0.0,0.13153456998313662,0.062400000000000004,0.0,0.12480000000000001,0.0,0.0,0.0,0.0,0.062400000000000004,0.04680468046804681,0.24186046511627907,0.0,0.0,0.0,0.369966840360019,0.0,0.11782477341389727,0.5531632653061224,0.14559029398040133,0.18543046357615894,0.0,0.171983865053172,0.06759098786828424,0.21590909090909088,0.0,0.11899313501144165,0.37747704204929916,0.9053444945267226,0.08320000000000001,1.0,0.015,0.0,0
680,0.008702531645569622,0.0,0.0,0.0,0.0,0.29610389610389604,0.0826686004350979,0.08552138034508626,0.1520428667113195,0.0,0.0,0.09612141652613827,0.0,0.1553133514986376,0.13640000000000002,0.0,0.06188925081433224,0.0,0.08146201624462494,0.0,0.0,0.2045590881823635,0.1509933774834437,0.0,0.19139966273187184,0.045599999999999995,0.1951848667239897,0.1816,0.23436426116838485,0.2631172839506173,0.14376187460417986,0.45439999999999997,0.13640000000000002,0.0,0.26434108527131783,0.08742331288343558,0.1361727654469106,0.10487580496780129,0.0,0.0,0.0,0.2527551020408163,0.05319645356976201,0.2649006622516556,0.08624620060790274,0.041804180418041806,0.24610051993067592,0.3839066339066339,0.0,0.17315026697177727,0.4944417593040116,0.2195750160978751,0.4242666666666667,1.0,0.015,0.01,0
4489,0.0,0.0,0.0,0.02428612086139835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10792580101180439,0.0,0.17438692098092645,0.1024,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,0.07678464307138572,0.0,0.0,0.0,0.0512,0.11006018916595013,0.1024,0.08797250859106528,0.0,0.32488917036098797,0.5128,0.2052,0.0,0.19844961240310077,0.0,0.3845230953809238,0.0,0.0,0.271474019088017,0.1933534743202417,0.0,0.23938404106392908,0.23178807947019867,0.0972644376899696,0.2350568390172351,0.0,0.13774570024570024,0.1835125448028674,0.09763539282990084,0.3098115031416143,0.49517063747585327,0.10266666666666667,0.6162790697674418,0.025,0.11,1
13615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984594775619558,0.0,0.0588,0.1239460370994941,0.0,0.0,0.0,0.0,0.0,0.0,0.10535117056856187,0.0,0.08230683090705487,0.08818236352729453,0.3894039735099338,0.0,0.0,0.0588,0.3791917454858125,0.0,0.0,0.0,0.0,0.3528,0.3528,0.0,0.22790697674418603,0.0,0.5290941811637672,0.0,0.0,0.0,0.4441087613293051,0.2527551020408163,0.3429771348576761,0.19867549668874174,0.05585106382978723,0.0,0.06369150779896014,0.1580159705159705,0.21075268817204304,0.11212814645308924,0.4973417109714837,0.18931101094655506,0.23520000000000002,0.4186046511627907,0.0,0.0,1
52164,0.0,0.3205282112845138,0.0,0.0,0.0,0.0,0.19361856417693984,0.09977494373593399,0.2679169457468185,0.0,0.1068,0.0,0.29512735326688816,0.0,0.053200000000000004,0.0,0.0722041259500543,0.0,0.03177257525083612,0.0,0.07446808510638299,0.07978404319136172,0.17615894039735103,0.0,0.0,0.0,0.2295786758383491,0.10640000000000001,0.3663230240549828,0.0,0.0,0.0,0.1068,0.0,0.2069767441860465,0.0,0.0,0.0,0.0,0.0,0.10045317220543806,0.08581632653061225,0.18665422305179655,0.22185430463576158,0.303951367781155,0.34213421342134215,0.057625649913344894,0.12285012285012284,0.09534050179211472,0.0,0.3223779603673272,0.6007726980038636,0.14213333333333333,0.3953488372093023,0.0,0.05,1
1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816,0.0,0.11295681063122924,0.0,0.0,0.0,0.11074918566775244,0.0,0.09746774964166269,0.0,0.0,0.12237552489502099,0.5403973509933775,0.0,0.0,0.0,0.0,0.3264,0.14020618556701028,0.3148148148148148,0.0,0.0,0.0,0.0,0.15813953488372093,0.15644171779141106,0.0,0.187672493100276,0.0,0.0,0.0,0.9263265306122448,0.19038730751283248,0.1357615894039735,0.46504559270516715,0.524019068573524,0.3535528596187175,0.18796068796068796,0.0,0.15560640732265446,0.29579507008216527,0.1313586606567933,0.38106666666666666,1.0,0.005,0.06,0
561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423105776444111,0.0,0.0,0.0,0.0,0.0,0.0,0.1292,0.0,0.0,0.2907290729072907,0.0,0.0,0.0,0.0,0.0,0.0,0.2723440134907251,0.1292,0.27773000859845226,0.0,0.0,0.0,0.20455984800506652,0.0,0.258,0.0,0.0,0.2476993865030675,0.1937612477504499,0.0,0.15300805305542398,0.0,0.0,0.0023469387755102045,0.6019598693420439,0.076158940397351,0.12272036474164133,0.23652365236523656,0.0,0.24769656019656017,0.0,0.4919908466819222,0.6234896085065249,0.6233097231165486,0.08613333333333334,1.0,0.05,0.08,1
52459,0.0,0.0,0.11978704525288376,0.012807134048003037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3669923995656894,0.0,0.12924032489249881,0.2704,0.1511758118701008,0.0,0.0,0.0,0.2276559865092749,0.054000000000000006,0.11607910576096303,0.0,0.09278350515463916,0.0,0.0,0.21600000000000003,0.2704,0.0,0.20930232558139536,0.0,0.3245350929814037,0.0,0.0,0.0,0.4086102719033233,0.2527551020408163,0.188987400839944,0.2185430463576159,0.0,0.09900990099009903,0.05849220103986136,0.2905405405405405,0.09677419354838712,0.2059496567505721,0.39197680038666016,0.08692852543464263,0.1802666666666667,1.0,0.025,0.07,0
43588,0.00630359330338914,0.0,0.0,0.011668722132624989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492,0.0984,0.3349619978284473,0.0,0.0,0.0,0.06886898096304592,0.29634073185362925,0.16291390728476823,0.0,0.0,0.0,0.10576096302665519,0.0984,0.0845360824742268,0.0,0.0,0.19760000000000003,0.2964,0.0,0.19147286821705428,0.0,0.29634073185362925,0.11315547378104877,0.0,0.0,0.466012084592145,0.48663265306122444,0.28791413905739616,0.24172185430463575,0.0,0.09057572423909059,0.053292894280762566,0.1517199017199017,0.2652329749103943,0.0,0.35814403093281777,0.5563425627817129,0.16453333333333334,1.0,0.01,0.02,0
1651,0.0,0.0,0.0,0.046295417892040606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13510520487264674,0.0,0.0,0.1952,0.0,0.0,0.0,0.0976,0.0,0.0,0.32317880794701986,0.0,0.4114671163575042,0.0976,0.41960447119518485,0.1952,0.1676975945017182,0.0,0.0,0.3904,0.0,0.0,0.18914728682170542,0.0,0.29274145170965804,0.0,0.0,0.0,0.7371601208459214,0.021326530612244897,0.6826878208119459,0.10927152317880795,0.18541033434650456,0.17895122845617897,0.0,0.11240786240786241,0.524731182795699,0.0,0.0,0.0,0.06506666666666668,1.0,0.02,0.12,1
1199,0.032921600653327894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21634293369055596,0.0,0.086,0.0,0.0,0.1471389645776567,0.0,0.0,0.11672095548317045,0.09720972097209722,0.07716196846631629,0.172,0.12038073908174693,0.0,0.0,0.12965186074429771,0.0,0.0,0.09286328460877043,0.0,0.07422680412371134,0.0,0.06839772007599748,0.344,0.2152,0.0,0.08372093023255814,0.16487730061349692,0.25794841031793636,0.09935602575896967,0.0,0.0,0.24395770392749244,0.6680612244897959,0.351376574895007,0.2814569536423841,0.0,0.07884121745507884,0.04679376083188909,0.16507985257985255,0.0,0.0,0.2600289995166747,0.4153251770766259,0.11466666666666667,0.313953488372093,0.0,0.06,1
524,0.0026541445487954273,0.0,0.0,0.01973247319988616,0.0,0.0,0.0,0.0,0.0,0.0,0.1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11646136618141098,0.0,0.13774834437086095,0.0,0.0,0.041600000000000005,0.08942390369733448,0.16640000000000002,0.0,0.0,0.06586447118429387,0.08320000000000001,0.2084,0.0,0.16124031007751938,0.0,0.18716256748650267,0.0,0.0,0.1102863202545069,0.23564954682779454,0.2527551020408163,0.1945870275314979,0.2913907284768212,0.2769756838905775,0.19105243857719106,0.13518197573656848,0.2079238329238329,0.0,0.07932875667429444,0.45335911068148865,0.13393432066967162,0.19440000000000002,0.8604651162790697,0.03,0.11,1
